"mimnumber","full_name","short_name"
"615685","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE","SPG61"
"615686","SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE","SPG63"
"615688","POLYARTERITIS NODOSA, CHILDHOOD-ONSET","PAN"
"615696","DOWLING-DEGOS DISEASE 4","DDD4"
"615703","MORBID OBESITY AND SPERMATOGENIC FAILURE","MOSPGF"
"615704","POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS","POIKTMP"
"615705","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 15","SCAR15"
"615706","AURICULOCONDYLAR SYNDROME 3","ARCND3"
"615707","IMMUNODEFICIENCY 20","IMD20"
"615709","SACRAL AGENESIS WITH VERTEBRAL ANOMALIES","SAVA"
"615710","MITCHELL-RILEY SYNDROME","MTCHRS"
"615715","BONE MARROW FAILURE SYNDROME 2","BMFS2"
"615716","HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 4","HPMRS4"
"615721","RENAL HYPODYSPLASIA/APLASIA 2","RHDA2"
"615722","BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME","BBSOAS"
"615723","PREMATURE OVARIAN FAILURE 8","POF8"
"615724","PREMATURE OVARIAN FAILURE 9","POF9"
"615725","RETINITIS PIGMENTOSA 68","RP68"
"615731","NEMALINE MYOPATHY 9","NEM9"
"615735","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE","PPKNEFD"
"615744","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19","EIEE19"
"615745","ATRIAL STANDSTILL 2","ATRST2"
"615749","ECULIZUMAB, POOR RESPONSE TO","null"
"615750","MOYAMOYA DISEASE 6 WITH ACHALASIA","MYMY6"
"615751","CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO","CA5AD"
"615758","IMMUNODEFICIENCY 22","IMD22"
"615760","MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY","MSCCA"
"615761","MENTAL RETARDATION, AUTOSOMAL DOMINANT 23","MRD23"
"615763","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5","CDCBM5"
"615767","IMMUNODEFICIENCY, COMMON VARIABLE, 11","CVID11"
"615768","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16","SCAR16"
"615770","ATRIAL FIBRILLATION, FAMILIAL, 15","ATFB15"
"615771","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6","CDCBM6"
"615774","OOCYTE MATURATION DEFECT 1","OOMD1"
"615777","DESBUQUOIS DYSPLASIA 2","DBQD2"
"615779","CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4","CHTD4"
"615780","RETINITIS PIGMENTOSA 69","RP69"
"615785","WHITE SPONGE NEVUS 2","WSN2"
"615789","SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES","null"
"615802","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42","MRT42"
"615803","PONTOCEREBELLAR HYPOPLASIA, TYPE 10","PCH10"
"615807","SECKEL SYNDROME 8","SCKL8"
"615809","PONTOCEREBELLAR HYPOPLASIA, TYPE 9","PCH9"
"615812","ABDOMINAL OBESITY-METABOLIC SYNDROME 3","AOMS3"
"615816","IMMUNODEFICIENCY 23","IMD23"
"615817","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43","MRT43"
"615821","CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS","DCWHKTA"
"615824","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7","MC3DN7"
"615828","MENTAL RETARDATION, AUTOSOMAL DOMINANT 24","MRD24"
"615829","XIA-GIBBS SYNDROME","null"
"615833","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 21","EIEE21"
"615834","MENTAL RETARDATION, AUTOSOMAL DOMINANT 26","MRD26"
"615837","DEAFNESS, AUTOSOMAL RECESSIVE 101","DFNB101"
"615838","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8","MC3DN8"
"615841","SPERMATOGENIC FAILURE 13","SPGF13"
"615842","SPERMATOGENIC FAILURE 14","SPGF14"
"615846","AICARDI-GOUTIERES SYNDROME 7","AGS7"
"615848","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 10","CMM10"
"615849","CULLER-JONES SYNDROME","CJS"
"615851","PONTOCEREBELLAR HYPOPLASIA, TYPE 2E","PCH2E"
"615859","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 23","EIEE23"
"615860","CONE-ROD DYSTROPHY 19","CORD19"
"615861","NEPHROTIC SYNDROME, TYPE 10","NPHS10"
"615862","NEPHRONOPHTHISIS 18","NPHP18"
"615863","DIARRHEA 7","DIAR7"
"615866","MENTAL RETARDATION, AUTOSOMAL DOMINANT 27","MRD27"
"615871","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24","EIEE24"
"615872","CILIARY DYSKINESIA, PRIMARY, 29","CILD29"
"615873","HELSMOORTEL-VAN DER AA SYNDROME","HVDAS"
"615877","MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME","MCSKS"
"615878","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 4","PFIC4"
"615879","TATTON-BROWN-RAHMAN SYNDROME","TBRS"
"615881","PLASMA TRIGLYCERIDE LEVEL QUANTITATIVE TRAIT LOCUS","TGQTL"
"615883","MYOPATHY, TUBULAR AGGREGATE, 2","TAM2"
"615885","HYPOTRICHOSIS 12","HYPT12"
"615887","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5","AI2A5"
"615888","BLEEDING DISORDER, PLATELET-TYPE, 18","BDPLT18"
"615889","LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE","LKENP"
"615895","POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY","PGBM1"
"615896","HYPOTRICHOSIS 13","HYPT13"
"615897","IMMUNODEFICIENCY 24","IMD24"
"615905","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25","EIEE25"
"615907","LYMPHEDEMA, HEREDITARY, ID","LMPH1D"
"615909","DIAMOND-BLACKFAN ANEMIA 13","DBA13"
"615911","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2","FTDALS2"
"615916","CARDIOMYOPATHY, DILATED, 1NN","CMD1NN"
"615917","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20","COXPD20"
"615918","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21","COXPD21"
"615919","ATAXIA-TELANGIECTASIA-LIKE DISORDER 2","ATLD2"
"615922","RETINITIS PIGMENTOSA 70","RP70"
"615923","EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE","ECDM"
"615924","ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY","PELD"
"615925","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","GHDP"
"615926","WEBB-DATTANI SYNDROME","WEDAS"
"615934","STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET","SAVI"
"615935","PANCREATIC AGENESIS 2","PAGEN2"
"615937","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2","MPPH2"
"615938","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3","MPPH3"
"615942","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44","MRT44"
"615946","MYOPIA 24, AUTOSOMAL DOMINANT","MYP24"
"615947","HYPERLIPOPROTEINEMIA, TYPE ID","null"
"615948","OROFACIODIGITAL SYNDROME XIV","OFD14"
"615952","AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1","ADMIO1"
"615954","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2","AIMAH2"
"615957","SPINOCEREBELLAR ATAXIA 38","SCA38"
"615959","MYOPATHY, CENTRONUCLEAR, 5","CNM5"
"615960","PORETTI-BOLTSHAUSER SYNDROME","PTBHS"
"615962","GLUCOCORTICOID RESISTANCE, GENERALIZED","GCCR"
"615963","VESICOURETERAL REFLUX 8","VUR8"
"615966","IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES","IMD26"
"615969","ALPHA-FETOPROTEIN DEFICIENCY","AFPD"
"615970","ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF","HPAFP"
"615972","NANOPHTHALMOS 4","NNO4"
"615973","CONE-ROD DYSTROPHY 20","CORD20"
"615974","DEAFNESS, AUTOSOMAL RECESSIVE 102","DFNB102"
"615978","IMMUNODEFICIENCY 27B","IMD27B"
"615979","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45","MRT45"
"615980","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6","FPLD6"
"615981","BARDET-BIEDL SYNDROME 2","BBS2"
"615982","BARDET-BIEDL SYNDROME 4","BBS4"
"615983","BARDET-BIEDL SYNDROME 5","BBS5"
"615984","BARDET-BIEDL SYNDROME 7","BBS7"
"615985","BARDET-BIEDL SYNDROME 8","BBS8"
"615986","BARDET-BIEDL SYNDROME 9","BBS9"
"615987","BARDET-BIEDL SYNDROME 10","BBS10"
"615988","BARDET-BIEDL SYNDROME 11","BBS11"
"615989","BARDET-BIEDL SYNDROME 12","BBS12"
"615990","BARDET-BIEDL SYNDROME 13","BBS13"
"615991","BARDET-BIEDL SYNDROME 14","BBS14"
"615992","BARDET-BIEDL SYNDROME 15","BBS15"
"615993","BARDET-BIEDL SYNDROME 16","BBS16"
"615994","BARDET-BIEDL SYNDROME 17","BBS17"
"615995","BARDET-BIEDL SYNDROME 18","BBS18"
"615996","BARDET-BIEDL SYNDROME 19","BBS19"
"616001","BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2","BNAH2"
"616002","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7","FSGS7"
"616005","IMMUNODEFICIENCY 36","IMD36"
"616006","HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2","HKLLS2"
"616007","CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA","CAGSSS"
"616022","NEUTROPENIA, SEVERE CONGENITAL, 6, AUTOSOMAL RECESSIVE","SCN6"
"616025","HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 5","HPMRS5"
"616026","FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG","FRTS4"
"616028","ADAMS-OLIVER SYNDROME 5","AOS5"
"616029","ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME","ECTDS"
"616030","HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA","HH22"
"616032","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8","FSGS8"
"616033","MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1","MSSGM1"
"616034","2,4-DIENOYL-CoA REDUCTASE DEFICIENCY","DECRD"
"616037","CILIARY DYSKINESIA, PRIMARY, 30","CILD30"
"616038","NEU-LAXOVA SYNDROME 2","NLS2"
"616039","CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE D","CMTRID"
"616040","MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC","CMS7"
"616042","DEAFNESS, AUTOSOMAL RECESSIVE 103","DFNB103"
"616044","DEAFNESS, AUTOSOMAL DOMINANT 65","DFNA65"
"616045","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22","COXPD22"
"616050","AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS","AIFEC"
"616051","MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE","MCPH13"
"616052","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7","MDDGC7"
"616053","SPINOCEREBELLAR ATAXIA 40","SCA40"
"616056","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 26","EIEE26"
"616059","MIRROR MOVEMENTS 3","MRMV3"
"616063","POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE","POROK8"
"616067","46,XY SEX REVERSAL 9","SRXY9"
"616069","INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2","NISBD2"
"616078","MENTAL RETARDATION, AUTOSOMAL DOMINANT 29","MRD29"
"616079","RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES","RDGCA"
"616080","MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE","MCPH12"
"616081","PONTOCEREBELLAR HYPOPLASIA, TYPE 1C","PCH1C"
"616083","MENTAL RETARDATION, AUTOSOMAL DOMINANT 30","MRD30"
"616084","SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY","SIFD"
"616094","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12","MDDGC12"
"616095","MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY","MCT1D"
"616098","IMMUNODEFICIENCY 37","IMD37"
"616099","PALMOPLANTAR KERATODERMA AND WOOLLY HAIR","PPKWH"
"616100","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V","ALPS5"
"616106","PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO","PSORS15"
"616108","RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME","RDJCSS"
"616111","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9","MC3DN9"
"616113","POLYENDOCRINE-POLYNEUROPATHY SYNDROME","PEPNS"
"616115","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4","FCAS4"
"616116","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46","MRT46"
"616117","CARDIAC CONDUCTION DISEASE WITH OR WITHOUT DILATED CARDIOMYOPATHY","CCDD"
"616118","MACULAR DEGENERATION, EARLY-ONSET","EOMD"
"616126","IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION","IMD38"
"616127","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17","SCAR17"
"616138","PERRAULT SYNDROME 5","PRLTS5"
"616139","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27","EIEE27"
"616140","LEUKODYSTROPHY, HYPOMYELINATING, 9","HLD9"
"616145","CATEL-MANZKE SYNDROME","CATMANS"
"616151","MACULAR DYSTROPHY, VITELLIFORM, 4","VMD4"
"616152","MACULAR DYSTROPHY, VITELLIFORM, 5","VMD5"
"616154","PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER","PFCRD"
"616155","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S","CMT2S"
"616158","MENTAL RETARDATION, AUTOSOMAL DOMINANT 31","MRD31"
"616165","NEMALINE MYOPATHY 10","NEM10"
"616166","AORTIC ANEURYSM, FAMILIAL THORACIC 9","AAT9"
"616170","MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT","CCMD"
"616171","MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2","MCCRP2"
"616172","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9","GEFSP9"
"616176","BLEEDING DISORDER, PLATELET-TYPE, 19","BDPLT19"
"616185","OVARIAN DYSGENESIS 4","ODG4"
"616187","EPILEPSY, PROGRESSIVE MYOCLONIC 7","EPM7"
"616188","RETINAL DYSTROPHY AND OBESITY","RDOB"
"616192","ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS","ACPHD"
"616193","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47","MRT47"
"616198","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23","COXPD23"
"616199","POLYGLUCOSAN BODY MYOPATHY 2","PGBM2"
"616200","RUIJS-AALFS SYNDROME","RJALS"
"616201","CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA","CAID"
"616202","CEREBELLOFACIODENTAL SYNDROME","CFDS"
"616204","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18","SCAR18"
"616208","AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA","ALS22"
"616209","MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSOMAL DOMINANT","IMMD"
"616211","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28","EIEE28"
"616212","LISSENCEPHALY 6 WITH MICROCEPHALY","LIS6"
"616214","HYPERPROINSULINEMIA","null"
"616216","THROMBOCYTOPENIA 5","THC5"
"616217","NEPHRONOPHTHISIS 19","NPHP19"
"616219","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 5","CFEOM5"
"616220","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9","FSGS9"
"616221","AMELOGENESIS IMPERFECTA, TYPE IH","AI1H"
"616228","MYASTHENIC SYNDROME, CONGENITAL, 14","CMS14"
"616229","OSTEOGENESIS IMPERFECTA, TYPE XVI","OI16"
"616230","EPILEPSY, PROGRESSIVE MYOCLONIC, 8","EPM8"
"616231","MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES","VMCQA"
"616239","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24","COXPD24"
"616247","LONG QT SYNDROME 14","LQT14"
"616248","LETHAL CONGENITAL CONTRACTURE SYNDROME 6","LCCS6"
"616249","LONG QT SYNDROME 15","LQT15"
"616255","SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES","SNSK"
"616258","MECKEL SYNDROME 12","MKS12"
"616260","TENORIO SYNDROME","TNORS"
"616263","NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET","IMNEPD"
"616265","PEELING SKIN SYNDROME 3","PSS3"
"616266","CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY","CLIFAHDD"
"616267","ATAXIA-OCULOMOTOR APRAXIA 4","AOA4"
"616268","MENTAL RETARDATION, AUTOSOMAL DOMINANT 32","MRD32"
"616269","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48","MRT48"
"616270","AMELOGENESIS IMPERFECTA, TYPE IF","AI1F"
"616271","3-METHYLGLUTACONIC ACIDURIA WITH CATARACTS, NEUROLOGIC INVOLVEMENT, AND NEUTROPENIA","MEGCANN"
"616276","COENZYME Q10 DEFICIENCY, PRIMARY, 7","COQ10D7"
"616277","MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY","ECHS1D"
"616278","BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5","CBAS5"
"616279","CATARACT 43","CTRCT43"
"616280","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U","CMT2U"
"616281","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49","MRT49"
"616282","SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT","SPG73"
"616286","LETHAL CONGENITAL CONTRACTURE SYNDROME 7","LCCS7"
"616287","LETHAL CONGENITAL CONTRACTURE SYNDROME 8","LCCS8"
"616289","OPTIC ATROPHY 9","OPA9"
"616291","LICHTENSTEIN-KNORR SYNDROME","LIKNS"
"616294","COLE-CARPENTER SYNDROME 2","CLCRP2"
"616295","PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS","PLACK"
"616298","SINGLETON-MERTEN SYNDROME 2","SGMRT2"
"616299","LIPOYLTRANSFERASE 1 DEFICIENCY","LIPT1D"
"616300","SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY","SRTD13"
"616304","MYASTHENIC SYNDROME, CONGENITAL, 17","CMS17"
"616307","SENIOR-LOKEN SYNDROME 8","SLSN8"
"616313","MYASTHENIC SYNDROME, CONGENITAL, 2A, SLOW-CHANNEL","CMS2A"
"616314","MYASTHENIC SYNDROME, CONGENITAL, 2C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY","CMS2C"
"616321","MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL","CMS3A"
"616322","MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL","CMS3B"
"616323","MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY","CMS3C"
"616324","MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL","CMS4B"
"616325","MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY","CMS9"
"616326","MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY","CMS11"
"616329","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13","MODY13"
"616330","MYASTHENIC SYNDROME, CONGENITAL, 18","CMS18"
"616331","ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2","DRS2"
"616335","MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3","MCCRP3"
"616339","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29","EIEE29"
"616340","DEAFNESS, AUTOSOMAL DOMINANT 67","DFNA67"
"616341","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30","EIEE30"
"616342","LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA","LIS7"
"616345","IMMUNODEFICIENCY 39","IMD39"
"616346","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 31","EIEE31"
"616351","MENTAL RETARDATION, AUTOSOMAL DOMINANT 34","MRD34"
"616353","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6","DKCB6"
"616354","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20","SCAR20"
"616355","MENTAL RETARDATION, AUTOSOMAL DOMINANT 35","MRD35"
"616357","DEAFNESS, AUTOSOMAL DOMINANT 40","DFNA40"
"616362","MENTAL RETARDATION, AUTOSOMAL DOMINANT 36","MRD36"
"616364","WHITE-SUTTON SYNDROME","WHSUS"
"616366","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 32","EIEE32"
"616367","MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA","MFDA"
"616368","CHOPS SYNDROME","CHOPS"
"616370","MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4","MMDS4"
"616371","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4","PFBMFT4"
"616373","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3","PFBMFT3"
"616389","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G","CSNB1G"
"616390","TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE","TTD2"
"616393","MENTAL RETARDATION, AUTOSOMAL DOMINANT 38","MRD38"
"616394","RETINITIS PIGMENTOSA 71","RP71"
"616398","DYSTONIA 26, MYOCLONIC","DYT26"
"616399","BRUGADA SYNDROME 9","BRGDA9"
"616400","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2","FNEPPK2"
"616402","MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE","MCPH14"
"616409","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33","EIEE33"
"616410","SPINOCEREBELLAR ATAXIA 41","SCA41"
"616411","DYSTONIA 27","DYT27"
"616413","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6","IBGC6"
"616414","AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE","AILJK"
"616415","FAMILIAL ADENOMATOUS POLYPOSIS 3","FAP3"
"616418","HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION","HOMGSMR"
"616420","LEUKODYSTROPHY, HYPOMYELINATING, 10","HLD10"
"616421","MYOCLONIC-ATONIC EPILEPSY","MAE"
"616425","46,XY SEX REVERSAL 10","SRXY10"
"616428","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 10","MCOPCB10"
"616430","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25","COXPD25"
"616433","IMMUNODEFICIENCY 40","IMD40"
"616435","FANCONI ANEMIA, COMPLEMENTATION GROUP T","FANCT"
"616436","EPILEPSY, FAMILIAL TEMPORAL LOBE, 7","ETL7"
"616437","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3","FTDALS3"
"616439","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4","FTDALS4"
"616445","CANDIDIASIS, FAMILIAL, 9","CANDF9"
"616449","BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME","BVSYS"
"616451","SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE","SPG74"
"616452","B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY","BENTA"
"616455","ZIMMERMANN-LABAND SYNDROME 2","ZLS2"
"616457","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50","EIEE50"
"616459","AL-RAQAD SYNDROME","ARS"
"616460","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50","MRT50"
"616461","EPILEPSY, FAMILIAL TEMPORAL LOBE, 8","ETL8"
"616462","ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE","AFDCIN"
"616468","EXUDATIVE VITREORETINOPATHY 6","EVR6"
"616469","RETINITIS PIGMENTOSA 72","RP72"
"616479","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2","PEOB2"
"616481","CILIARY DYSKINESIA, PRIMARY, 32","CILD32"
"616482","ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS","SADDAN"
"616483","INFANTILE LIVER FAILURE SYNDROME 2","ILFS2"
"616486","MICROCEPHALY 15, PRIMARY, AUTOSOMAL RECESSIVE","MCPH15"
"616487","EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY","EBSND"
"616488","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII","HSAN8"
"616489","GROWTH RESTRICTION, SEVERE, WITH DISTINCTIVE FACIES","GRDF"
"616490","JOUBERT SYNDROME 23","JBTS23"
"616491","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V","CMT2V"
"616494","LEUKODYSTROPHY, HYPOMYELINATING, 11","HLD11"
"616500","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 3","CEMCOX3"
