"pid","location","treatment","operation","anatomy"
"296","足大趾外侧趾甲根角旁约0.1寸。","①疝气，少腹痛；②遗尿，癃闭，五淋，尿血；③月经不调，崩漏，缩阴，阴中痛，阴挺；④癫痫，善寐。","浅刺0.1～0.2寸，或点刺出血。","有趾背动、静脉；布有腓深神经的趾背神经。"
"297","足背，当第一、二趾间的趾蹼缘上方纹头处。","①中风，癫痫；②头痛，目眩，目赤肿痛，青盲，口歪；③月经不调，痛经，闭经，崩漏，带下，阴中痛，疝气；④遗尿，癃闭，五淋；⑤胸胁满痛；⑥下肢内侧痛，足跗肿痛。","直刺0.5～0.8寸。","有足背静脉网；第一跖背动、静脉；正当腓深神经的趾背神经分为趾背神经的分歧处。"
"298","足背，第一、二跖骨结合部之前凹陷中。","①中风，癫狂痫，小儿惊风：②头痛，眩晕，耳鸣，目赤肿痛，口歪，咽痛；③月经不调，痛经，经闭，崩漏，带下；④胁痛，腹胀，呕逆，黄疸；⑤癃闭，遗尿：⑥下肢痿痹，足跗肿痛。","直刺0.5～0.8寸。","在拇长伸肌腱外缘；有足背静脉网，第一跖背动脉；布有腓深神经的跖背侧神经，深层为胫神经足底内侧神经。"
"299","内踝前1寸，胫骨前肌腱内缘凹陷中。","①疝气，遗精，小便不利；②腰痛，少腹痛，内踝肿痛。","直刺0.5～0.8寸。","在胫骨前肌腱的内侧；有足背静脉网，内踝前动脉；布有足背内侧皮神经的分支及隐神经。"
"300","内踝尖上5寸，胫骨内侧面的中央。","①月经不调，赤白带下，阴挺，阴痒；②小便不利，疝气，睾丸肿痛。","平刺0.5～0.8寸。","在胫骨内侧面下三分之一处；其内后侧有大隐静脉；布有隐神经前支。"
"301","内踝尖上7寸，胫骨内侧面的中央。","①疝气，小腹痛；②崩漏，恶露不尽。","平刺0.5～0.8寸。","在胫骨内侧面中央；其内后侧有大隐静脉；布有隐神经中支。"
"302","胫骨内上髁后下方，阴陵泉穴后1寸。","膝髌肿痛，下肢痿痹。","直刺1～1.5寸。","在胫骨内侧面下方腓肠肌内侧头的上部；深部有胫后动脉；布有腓肠内侧皮神经，深部为胫神经。"
"303","屈膝，当膝内侧横纹头上方，半腱肌、半膜肌止端前缘凹陷中。","①月经不调，痛经，带下，阴挺，阴痒，产后腹痛；②遗精，阳痿，疝气，小便不利；③膝髌肿痛，下肢痿痹。","直刺1～1.5寸。","在胫骨内髁后缘，半膜肌、半腱肌止点前上方，缝匠肌后缘；浅层有大隐静脉，深层有腘动、静脉；布有隐神经，闭孔神经，深向腘窝可及胫神经。"
"304","股骨内上髁上4寸，缝匠肌后缘。","①月经不调，小便不利，遗尿；②腰骶痛引少腹。","直刺0.8～1.5寸。","在股内肌与逢匠肌，内收长肌中点，深层为内收短肌；有股动、静脉，旋股内侧动脉浅支；布有股前皮神经，闭孔神经浅、深支。"
"305","曲骨穴旁开2寸， 直下3寸。","①少腹痛，小便不通，阴挺，睾丸肿痛；②瘰疬。","直刺0.8～1.5寸。","有内收长肌，内收短肌；有股内侧动脉浅支；布有闭孔神经浅、深支。"
"306","曲骨穴旁开2寸，直下2寸。","月经不调，带下，少腹痛。","直刺0.8～1.5寸。","有内收长肌和内收短肌；有旋股内侧动、静脉浅支；布有股神经的内侧皮支，深层为闭孔神经浅、深支。"
"307","耻骨联合下缘中点旁开2.5寸，当气冲穴外下方腹股沟处。","少腹痛，疝气，阴挺。","避开动脉，直刺0.5～1寸。","有阴部外动、静脉分支及腹壁下动、静脉的耻骨支，外方有股静脉；布有髂腹股沟神经，深层为闭孔神经的分支。"
"308","第十一肋游离端下际。","①腹痛，腹胀，肠鸣，腹泻，呕吐；②胁痛，黄疸，痞块，小儿疳疾。","直刺0.8～1寸。","有腹内、外斜肌及腹横肌；有第十肋间动脉末支；布有第十、十一肋间神经；右侧当肝脏下缘，左侧当脾脏下缘。"
"309","乳头直下，第六肋间隙，前正中线旁开4寸。","①胸胁胀痛，乳痈；②呕吐，吞酸，呃逆，腹胀，腹泻；③奔豚；④伤寒热入血室。","斜刺或平刺0.5～0.8寸，不可深刺，以免伤及内脏。","在腹内外斜肌腱膜中，有肋间肌；有肋间动、静脉；布有第六、七肋间神经。"
"310","跪伏或胸膝位，当尾骨尖端与肛门连线的中点处。","①腹泻，痢疾，便血，便秘，痔疮，脱肛；②癫狂痫，瘈疭，脊强反折。","紧靠尾骨前面斜刺0.8～1寸；不宜直刺，以免伤及直肠。","在肛尾膈中；有肛门动、静脉分支，棘突间静脉丛的延续部；布有尾神经后支及肛门神经。"
"311","正当骶管裂孔处。","①腹泻，痢疾，便血，便秘，痔疮，脱肛；②月经不调，经闭；③腰脊强痛，下肢痿痹。","向上斜刺0.5～1寸。","在骶后韧带、腰背筋膜中；有骶中动、静脉后支，棘间静脉丛；布有尾神经分支。"
"312","后正中线上，第四腰椎棘突下凹陷中；约与髂嵴相平。","①腰骶疼痛，下肢痿痹；②月经不调，赤白带下；③遗精，阳痿。","向上斜刺0.5～1寸。多用灸法。","在腰背筋膜、棘上韧带及肌间韧带中；有腰动脉后支，棘间皮下静脉丛；布有腰神经后支的内侧支。"
"313","后正中线上，第二腰椎棘突下凹陷中。","①腰脊强痛，下肢痿痹；②月经不调，赤白带下，痛经，经闭，不孕；③遗精，阳痿，精冷不育，小便频数；④小腹冷痛，腹泻。","向上斜刺0.5～1寸。多用灸法。","在腰背筋膜、棘上韧带及肌间韧带中；有腰动脉后支和棘间皮下静脉丛；布有腰神经后支的内侧支。"
"314","后正中线上，第一腰椎棘突下凹陷中。","①腰脊强痛；②腹胀，腹痛，完谷不化，腹泻，痢疾。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有腰动脉后支和棘间皮下静脉丛；布有腰神经后支的内侧支。"
"315","后正中线上，第十一胸椎棘突下凹陷中。","①癫痫；②黄疸，腹泻，痢疾，小儿疳疾；③痔疮，脱肛，便血；④腰脊强痛。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第十一肋间动脉后支和棘间皮下静脉丛；布有第十一胸神经后支的内侧支。"
"316","后正中线上，第十胸椎棘突下凹陷中。","①黄疸；②呕吐，腹满，胃痛，食欲不振；③腰背疼痛。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第十肋间动脉后支和棘间皮下静脉丛；布有第十胸神经后支的内侧支。"
"317","后正中线上，第九胸椎棘突下凹陷中。","①癫狂痫；②抽搐，脊强，背痛，四肢不收，筋挛拘急；③胃痛，黄疸。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第九肋间动脉后支和棘间皮下静脉丛；布有第九胸神经后支的内侧支。"
"318","后正中线上，第七胸椎棘突下凹陷中。","①黄疸；②胸胁支满，咳嗽，气喘；③腰背疼痛，脊强。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第七肋间动脉后支和棘间皮下静脉丛；布有第七胸神经后支的内侧支。"
"319","后正中线上，第六胸椎棘突下凹陷中。","①咳嗽，气喘；②脊痛，项强；③疔疮。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第六肋间动脉后支和棘间皮下静脉丛；布有第六胸神经后支的内侧支。"
"320","后正中线上，第五胸椎棘突下凹陷中。","①心痛，心悸，怔忡，失眠，健忘；②中风不语，癫痫；③咳嗽，气喘；④腰脊强，肩背痛。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第五肋间动脉后支和棘间皮下静脉丛；布有第五胸神经后支的内侧支。"
"321","后正中线上，第三胸椎棘突下凹陷中；约与两侧肩胛冈高点相平。","①身热头痛，咳嗽，气喘；②惊厥，癫狂痫；③腰脊强痛；④疔疮发背。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第三肋间动脉后支和棘间皮下静脉丛；布有第三胸神经后支的内侧支。"
"322","后正中线上，第一胸椎棘突下凹陷中。","①热病，疟疾；②恶寒发热，咳嗽，气喘，骨蒸潮热；③癫狂，脊强。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有第一肋间动脉后支和棘间皮下静脉丛；布有第一胸神经后支的内侧支。"
"323","后正中线上，第七颈椎棘突下凹陷中。","①热病，疟疾；②恶寒发热，咳嗽，气喘，骨蒸潮热，胸痛；③癫狂痫，小儿惊风；④项强，脊痛；⑤风疹，痤疮。","向上斜刺0.5～1寸。","在腰背筋膜、棘上韧带及肌间韧带中；有颈横动脉分支和棘间皮下静脉丛；布有第八颈神经后支的内侧支。"
"324","正坐，头微前倾，后正中线上，入发际上0.5寸。","①暴瘖，舌缓不语；②中风，癫狂痫，癔病；③头重，头痛，颈项强急。","正坐位，头微前倾，项部放松，向下颌方向缓慢刺入0.5～1寸；不可向上深刺，以免刺入枕骨大孔，伤及延髓。","在项韧带和项肌中，深部为弓间韧带和脊髓；有枕动、静脉分支及棘间静脉丛；布有第三颈神经和枕大神经支。"
"325","正坐，头微前倾，后正中线上，入发际上1寸。","①中风，癫狂痫，癔病；②眩晕，头痛，颈项强痛；③咽喉肿痛，失音，目痛，鼻衄。","正坐位，头微前倾，项部放松，向下颌方向缓慢刺入0.5～1寸；不可向上深刺，以免刺入枕骨大孔，伤及延髓。","在项韧带和项肌中，深部为环枕后膜和小脑延髓池；有枕动、静脉分支及棘间静脉丛；布有第三颈神经和枕大神经支。"
"326","风府穴直上1.5寸，当枕骨粗隆上缘凹陷处。","头晕，项强，失音，癫痫。","平刺0.5～0.8寸。","在左右枕骨肌之间；有左右枕动、静脉分支；布有枕大神经分支。"
"327","脑户穴直上1.5寸；或当风府穴与百会穴连线的中点处。","头痛，目眩，项强，癫狂。","平刺0.5～0.8寸。","在浅筋膜、帽状腱膜中；有左右枕动、静脉吻合网；布有枕大神经分支。"
"328","强间穴直上1.5寸；或百会穴直后1.5寸。","头痛，眩晕，癫狂痫。","平刺0.5～0.8寸。","在浅筋膜、帽状腱膜中；有左右枕动、静脉吻合网；布有枕大神经分支。"
"329","后发际正中直上7寸；或当头部正中线与两耳尖连线的交点处。","①中风，痴呆，癫狂痫，癔病，瘈疭；②头风，头痛，眩晕，耳鸣；③惊悸，失眠，健忘；④脱肛，阴挺，腹泻。","平刺0.5～0.8寸；升阳举陷可用灸法。","在帽状腱膜中；有左右颞浅动、静脉及左右枕动、静脉吻合网；布有枕大神经及额神经分支。"
"330","百会穴前1.5寸；或额前部发际正中直上3.5寸处。","中风，头痛，眩晕，鼻渊，癫痫。","平刺0.5～0.8寸。","在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支及枕大神经分支。"
"331","前顶穴前1.5寸；或额前部发际正中直上2寸。","头痛，眩晕，鼻渊，癫痫。","平刺0.5～0.8寸。小儿前囟未闭者禁针。","在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支。"
"332","囟会穴前1寸；或额前部发际正中直上1寸。","①头痛，目痛，鼻渊，鼻衄；②热病，疟疾；③癫狂。","平刺0.5～0.8寸。","在左右额肌交界处；有额动、静脉分支，颞浅动、静脉分支；布有额神经分支。"
"333","额前部发际正中直上0.5寸。","①癫狂痫，中风；②头痛，目眩，失眠，惊悸；③目赤，目翳，鼻渊，鼻衄。","平刺0.5～0.8寸。","在左右额肌交界处；有额动、静脉分支；布有额神经分支。"
"334","null","null","null","null"
"335","鼻尖正中。","①昏迷，惊厥，新生儿窒息；②鼻渊，鼻衄，喘息。","向上斜刺0.3～0.5寸；或点刺出血。为急救要穴之一。","在鼻尖软骨中；有面动、静脉鼻背支；布有筛前神经鼻外支（眼神经分支）。"
"336","在人中沟的上1／3与下2／3交界处。","①昏迷，晕厥，中风，中暑，癔病，癫狂痫，急慢惊风；②鼻塞，鼻衄，面肿，口歪，齿痛，牙关紧闭；③闪挫腰痛。","向上斜刺0.3～0.5寸，强刺激；或指甲掐按。为急救要穴之一。","在口轮匝肌中；有上唇动、静脉；布有眶下神经支及面神经颊支。"
"337","上唇正中的尖端，红唇与皮肤交接处。","①昏迷，晕厥，癫狂，癔病；②口歪，口噤，口臭，齿痛；③消渴嗜饮。","向上斜刺0.2～0.3寸。","在口轮匝肌中；有上唇动、静脉；布有眶下神经支及面神经颊支。"
"338","上唇系带与齿龈连接处。","①口歪，口噤，口臭，齿衄，齿痛，鼻衄，面赤颊肿；②癫狂，项强。","向上斜刺0.2～0.3寸；或点刺出血。","有上唇系带；有上唇动、静脉；布有上颌内槽神经分支。"
"339","男性在阴囊根部与肛门连线的中点处；女性在大阴唇后联合与肛门连线的中点处。","①溺水窒息，昏迷，癫狂痫；②小便不利，遗尿，阴痛，阴痒，脱肛，阴挺，痔疮；③遗精，月经不调。","直刺0.5～1寸；孕妇慎用。","在海绵体的中央；有会阴浅、深横肌；有会阴动、静脉分支；布有会阴神经的分支。"
"340","前正中线上，脐下5寸，当耻骨联合上缘中点处。","①少腹胀满，小便淋漓，遗尿；②阳痿，阴囊湿痒；③月经不调，痛经，赤白带下。","直刺1～1.5寸；孕妇慎用。","在腹白线上；有腹壁下动脉及闭孔动脉的分支；布有髂腹下神经的分支。"
"341","前正中线上，脐下4寸。","①遗尿，小便不利，癃闭；②遗精，阳痿，不育；③月经不调，崩漏，阴挺，阴痒，不孕，产后恶露不止，带下。","直刺1～1.5寸；孕妇慎用。","在腹白线上，内部为乙状结肠；有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有髂腹下神经的前皮支。"
"342","前正中线上，脐下3寸。","①中风脱证，虚劳冷惫；②少腹疼痛，腹泻，痢疾，脱肛，疝气；③五淋，便血，尿血，尿闭，尿频；④遗精，阳痿，早泄，白浊；⑤月经不调，痛经，经闭，崩漏，带下，阴挺，恶露不尽，胞衣不下。","直刺1～1.5寸；多用灸法。孕妇慎用。","在腹白线上，深部为小肠；有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第十二肋间神经前皮支的内侧支。"
"343","前正中线上，脐下2寸。","①腹胀，腹泻，痢疾，绕脐疼痛；②奔豚，疝气，水肿，小便不利；③遗精，阳痿；④经闭，带下，崩漏，产后恶露不止。","直刺1～1.5寸；孕妇慎用。","在腹白线上，深部为小肠；有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第十一肋间神经前皮支的内侧支。"
"344","前正中线上，脐下1.5寸。","①虚脱，形体羸瘦，脏气衰惫，乏力；②水谷不化，绕脐疼痛，腹泻，痢疾，便秘；③小便不利，遗尿；④遗精，阳痿，疝气；⑤月经不调，痛经，经闭，崩漏，带下，阴挺，产后恶露不止，胞衣不下；⑥水肿，气喘。","直刺1～1.5寸；多用灸法。孕妇慎用。","在腹白线上，深部为小肠；有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第十一肋间神经前皮支的内侧支。"
"345","前正中线上，脐下1寸。","①腹痛，水肿，疝气，小便不利；②月经不调，崩漏，带下。","直刺1～1.5寸。孕妇慎用。","在腹白线上，深部为小肠；有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第十肋间神经前皮支的内侧支。"
"346","脐窝中央。","①阳气暴脱，形寒神惫，尸厥，风痫；②腹痛，腹胀，腹泻，痢疾，便秘，脱肛；③水肿，鼓胀，小便不利。","一般不针，多用艾炷隔盐灸法。","在脐窝正中，深部为小肠；有腹壁下动、静脉；布有第十肋间神经前皮支的内侧支。"
"347","前正中线上，脐上1寸。","①水肿，小便不利；②腹痛，腹泻，胃反吐食。","直刺1～1.5寸；水病多用灸法。","在腹白线上，深部为小肠；有腹壁下动、静脉；布有第八、九肋间神经前皮支的内侧支。"
"348","前正中线上，脐上2寸。","①腹痛，腹胀，腹泻，呕吐，食谷不化；②小儿疳疾，痞块。","直刺1～1.5寸。","在腹白线上，深部为横结肠；有腹壁上、下动、静脉交界处的分支；布有第八肋间神经前皮支的内侧支。"
"349","前正中线上，脐上3寸。","①胃痛，呕吐，食欲不振；②腹胀，腹痛；③水肿。","直刺1～1.5寸。","在腹白线上，深部为横结肠；有腹壁上、下动、静脉交界处的分支；布有第八肋间神经前皮支的内侧支"
"350","前正中线上，脐上4寸；或脐与胸剑联合连线的中点处。","①胃痛，腹胀，纳呆，呕吐，吞酸，呃逆，疳疾，黄疸；②癫狂痫，脏燥，尸厥，失眠，惊悸，哮喘。","直刺1～1.5寸。","在腹白线上，深部为胃幽门部；有腹壁上动、静脉；布有第七、八肋间神经前皮支的内侧支。"
"351","前正中线上，脐上5寸。","①胃痛，呕吐，呃逆，腹胀；②癫痫。","直刺1～1.5寸。","在腹白线上，深部为肝下缘及胃幽门部；有腹壁上动、静脉分支；布有第七肋间神经前皮支的内侧支。"
"352","前正中线上，脐上6寸；或胸剑联合下2寸。","①癫狂痫；②胸痛，心悸；③呕吐，吞酸。","向下斜刺0.5～1寸；不可深刺，以免伤及肝脏。","在腹白线上，深部为肝脏；有腹壁上动、静脉分支；布有第七肋间神经前皮支的内侧支。"
"353","前正中线上，脐上7寸；或剑突下，胸剑联合下1寸。","①癫狂痫；②胸满，咳喘；③皮肤痛或瘙痒。","向下斜刺0.5～1寸。","在腹白线上，腹直肌起始部，深部为肝脏；有腹壁上动、静脉分支；布有第六肋间神经前皮支的内侧支。"
"354","胸剑联合的中点处。","①胸腹胀满，噎嗝，呕吐；②心痛，梅核气。","平刺0.3～0.5寸。","在胸剑联合上；有胸廓内动、静脉的前穿支；布有第五肋间神经前皮支的内侧支。"
"355","前正中线上，平第四肋间隙；或两乳头连线与前正中线的交点处。","①咳嗽，气喘，胸闷，心痛，噎嗝，呃逆；②产后乳少，乳痈。","平刺0.3～0.5寸。","在胸骨体上；有胸廓内动、静脉的前穿支；布有第四肋间神经前皮支的内侧支。"
"356","前正中线上，平第三肋间隙。","①咳嗽，气喘，胸闷，胸痛，乳房胀痛；②喉痹，咽肿。","平刺0.3～0.5寸。","在胸骨体中点；有胸廓内动、静脉的前穿支；布有第三肋间神经前皮支的内侧支。"
"357","前正中线上，平第二肋间隙。","咳嗽，气喘，胸痛。","平刺0.3～0.5寸。","在胸骨体上；有胸廓内动、静脉的前穿支；布有第二肋间神经前皮支的内侧支。"
"358","前正中线上，胸骨角的中点处，平第一肋间隙。","咳嗽，气喘，胸痛，喉痹。","平刺0.3～0.5寸。","在胸骨角上；有胸廓内动、静脉的前穿支；布有第一肋间神经前皮支的内侧支。"
"359","前正中线上，胸骨柄的中央处。","咳嗽，气喘，胸痛，咽喉肿痛。","平刺0.3～0.5寸。","在胸骨柄上；有胸廓内动、静脉的前穿支；布有胸锁上神经前支及第一肋间神经前皮支的内侧支。"
"360","胸骨上窝正中。","①咳嗽，哮喘，胸痛，咽喉肿痛；②暴瘖，瘿气，梅核气，噎嗝。","先直刺0.2～0.3寸，然后将针尖向下，紧靠胸骨柄后方刺入1～1.5寸。必须严格掌握针刺的角度和深度，以防刺伤肺和有关动、静脉。","在胸骨切迹中央，左右胸锁乳突肌之间，深层为胸骨舌骨肌和胸骨甲状肌；皮下有颈静脉弓，甲状腺下动脉分支，深部为气管，向下胸骨柄后方为无名静脉及主动脉弓；布有锁骨上神经前支。"
"361","微仰头，在喉结上方，当舌骨体上缘的中点处。","①舌强不语，暴瘖，喉痹，吞咽困难；②舌缓流涎，舌下肿痛，口舌生疮。","向舌根斜刺0.5～0.8寸。","在舌骨上方，左右颏舌骨肌之间，深部为会厌，下方为喉门，有甲状舌骨肌、舌肌；有颈前浅静脉，甲状腺上动、静脉；布有颈皮神经的分支，深层为舌根，有舌下神经及舌咽神经的分支。"
"362","颏唇沟的正中凹陷处。","①口歪，齿龈肿痛，流涎；②暴瘖，癫狂。","斜刺0.3～0.5寸。","在口轮匝肌和颏肌之间；有下唇动、静脉分支；布有面神经的下颌支及颏神经分支。"
"363","位於头顶正中，百会穴前后左右各相去一寸处，共计四穴。","头痛，眩晕，癲狂，癇症，失眠，健忘，中风，震颤麻痹，脑炎后遗症，內耳眩晕症。","向百会穴方向斜刺或平刺0.3～0.8寸。可灸。","在帽状腱膜中，有枕动、静脉，顳浅动、静脉顶支和眶上动、静脉吻合网；布有枕神经、耳顳神经及眶上神经分支。"
"364","在前头部，当瞳孔直上，前髮际上1寸。","风眩，眼痛，鼻塞，感冒，头痛，目赤肿及其他眼疾，眩晕，卒不识人。","针0.2～0.3寸，得气时局部有发胀感觉。灸三壮。","在帽状腱膜中；有额动、静脉外侧支、顳浅动、静脉额支；布有额神经內、外侧支会合支。"
"365","在额部，当两眉头之中间。","前额痛，眩晕，鼻炎，鼻衄，感冒发热，高血压，失眠，呕吐，產后血晕不语，子癇，小儿惊厥。","斜刺或横刺，向下或向左右透刺0.5～1寸，得气时局部酸胀。若透至山根穴，则鼻部有酸胀感；或三棱针点刺出血。","在降眉间肌；两侧有额內侧动、静脉分支；布有滑车神经及面神经分支。"
"366","在额部，瞳孔直上，眉毛中。","结膜炎，眼瞼缘炎，眼肌麻痹，眼瞼下垂，目赤肿痛，面神经麻痹，近视，三叉神经（第一支）痛，眶上神经痛，眼瞼瞤动，室上性阵发性心动过速。","横刺0.5～1寸，治疗眶上神经痛时，可沿皮向两旁刺入，透至攒竹或丝竹空穴。禁灸。","在眼轮匝肌中；布有额动、静脉外侧支及眶上神经、面神经的分支。"
"367","在顳部，当眉梢与目外眥之间，向后约一横指的凹陷处。","偏正头痛，高血压头痛，血管性头痛，急性结膜炎，电光性眼炎，眼底出血，青光眼，青少年近视眼，麦粒肿，中心性视网膜炎，眩晕，感冒、面神经麻痹，三叉神经痛，目疾，牙痛。","斜刺或横刺1～2寸；或三棱针点刺出血。禁灸。","在顳筋膜及顳肌中；布有顳浅动、静脉及三叉神经第二、三支分支，面神经顳支。"
"368","在耳廓的上方，当折耳向前，耳廓上方的尖端处。","眼生翳膜，疔疮，眼红肿，麦粒肿，喉痹，偏正头痛，流行性腮腺炎，失眠，急性腰扭伤。","直刺0.1～0.2寸，或用三棱针点刺出血。","为耳廓软骨，布有耳后动、静脉及耳顳神经。"
"369","在面部，当眶下缘外四分之一与內四分之三交界处。取穴时患者正坐仰靠，轻轻闭眼。","视神经炎，视神经萎缩，近视，青光眼，视网膜动，静脉阻塞，视网膜色素变性，中心性浆液性视网膜炎，色觉异常。","沿眶下缘进针，从外下向內上，朝视神经孔方向缓慢直刺1.5～2寸。当深刺遇阻力时，应稍退几分，改换方向再刺，以免引起出血或眼球损伤，得气时眼部有酸胀感或有眼球突出感。禁灸。","下瞼板下方；眼轮匝肌中，浅层有面动、静脉；布有面神经颧支和眶下神经，深层有眼神经，眶尖处有结状神经节和视神经。"
"370","在面部，当鼻翼软骨与鼻甲的交界处，近鼻唇沟上端处。","鼻炎鼻塞，鼻部癤疮，过敏性鼻炎，肥大性鼻炎，萎缩性鼻炎，鼻旁窦炎。","向內上方斜刺0.3～0.6寸。","在上唇方肌中，布有面动、静脉的分支及筛前神经、眶下神经分支和滑车下神经。"
"371","在鼻孔內，当鼻翼软骨与鼻甲界的粘膜处。","中恶，目热暴痛，卒死，喉闭，鼻疾。","三棱针刺出血，但素有出血体质的人禁用。不灸。","在鼻腔底部粘膜上；有面动、静脉的鼻背支；布有筛前神经的鼻外支。"
"372","在口腔內，当舌背正中缝的中点处。","哮喘，消渴，舌肌麻痹，吐舌，中风舌强不语。","向舌根方向斜刺0.2～0.5寸，捻转行针；或用三棱针点刺出血。","在舌肌中；有舌动、静脉的动、静脉网；布有舌神经、舌下神经和面神经鼓索的神经纤维。"
"373","在口腔內，当舌下系带中点处。","消渴，呃逆，热极难言，重舌肿胀。","直刺0.2～0.5寸，或三棱针点刺出血。","在舌肌中；有舌下动、静脉；布有舌下神经、舌神经。"
"374","在口腔內，当舌下系带左右两侧的静脉上，左为金津，右为玉液。","重舌肿胀，难言，黄疸，消渴，口舌生疮，喉咽诸热，呕吐，口腔溃疡，急腹痛，中风后遗症，顽固性呕吐。","用三棱针点刺出血。","在頦舌肌及基突舌肌中；有舌静脉及舌下神经和舌神经。"
"375","在项部，当翳风后1寸。","近视，远视，早期白內障，夜盲，色盲，中心性视网膜炎，视神经萎缩，耳鸣，眩晕，头痛，失眠，腮腺炎，精神分裂症。","直刺或向鼻尖方向刺1～1.5寸。","在胸锁乳突肌止点处；有耳后动、静脉；布有耳大神经和枕小神经。"
"376","在项部，当大椎直上2寸，后正中线旁开1寸。","瘰癧，落枕，咳嗽，气喘，百日咳，项背风湿疼痛，骨蒸潮热，盗汗，失眠，鼻衄，过敏性鼻炎。","直刺或斜刺0.5～1寸。可灸。","有斜方肌、头夹肌；有枕动、静脉和椎动、静脉；布有枕大神经、枕小神经分支。"
"377","在耳垂前方0.5寸。","面神经麻痹，面肌痉挛，腮腺炎，口腔溃疡，下牙痛。","向鼻翼方向斜刺0.5～0.8寸。可灸。","在咬肌中，皮下有腮腺；有咬肌动、静脉分支；布有耳大神经分支、面神经颊支、咬肌神经。"
"378","位於承浆穴旁开约一寸处，当下頜骨之頦孔中，仰面取之。","三叉神经痛，牙痛，面颊浮肿，齿齦溃烂，面神经麻痹，面肌痉挛，黄疸。","直刺0.1～0.2寸。","在口轮匝肌及下唇方肌中，当下頜骨頦孔处，有頦动脉，頦下动、静脉分支及三叉神经第三分支（頦神经）"
"379","位於眶上缘之下方，有二点，当攒竹与鱼腰穴之间中点为正光1；当丝竹空与鱼腰穴之中点为正光2。","屈光不正，斜视，呃逆。","用梅花针叩刺。","有眼轮匝肌，有额动、静脉，眶上动脉；布有眶上神经、面神经分支。"
"380","位於眶上缘下方，从眉弓中点划一垂直线与上缘之交点的下方。左右计二穴。","屈光不正，白內障，青光眼，色盲，视神经萎缩，","沿眶上缘向眶尖刺1～1.5寸。","在眼轮匝肌、上瞼提肌、上直肌和上斜肌中；有眶上动、静脉；布有眶上神经和额神经的分支。"
"381","位於眼外眥角上三分，眶上缘內方。","屈光不正，角膜白斑，视神经萎缩。","固定眼球，从眶上缘沿眶外侧壁向內后方刺一至一寸五分。","在眼轮匝肌、泪腺下內方组织中，內侧有外直肌；浅层有顳浅动、静脉.布有面神经顳支和眶上神经分支。深层有泪腺动静脉，布有泪腺神经。"
"382","在廉泉上一寸，当下頜下缘与任脉廉泉穴之间的凹陷中。","舌强，失语，流涎，咽喉疼痛，口腔溃疡。","向舌根方向斜刺0.5～0.8寸。","在下頜舌骨肌、舌骨肌及舌肌中；有舌动静脉，布有颈皮神经、面神经颈支和舌下神经。"
"383","位於耳后，在翳风与风池穴联线的中点。当项部肌肉隆起外缘的凹陷，与胸锁乳肌停止部乳突下凹陷连线之中点取穴。","失眠，烦躁不安，心悸，精神分裂症，头痛，癲癇，眼病，耳聋，夜游症，脑性瘫痪。","直刺0.5～2寸，针感抽、麻至肩。灸3～5壮。","在胸锁乳突肌停止部；有颈外侧动、静脉分支，枕动脉；布有耳大神经的分支及枕小神经。"
"385","位於第三、四颈椎之间，旁开正中线1.5寸。取穴时，患者正坐或俯伏，「风池」穴直下，项后髮际下1.5寸。","头项痛，角弓反张，咽喉疼痛，肩背酸痛，颈椎病，落枕，肩周炎。","直刺0.3～1寸。","在斜方肌的外缘，有颈横动脉分支，布有第四颈神经的后支。"
"386","位於颈部，下頜角直下五分处。","急、慢性喉炎，咽炎，扁桃体炎，声音嘶哑。","针尖向上斜刺1～2寸，使针感至喉部或颈部。","在颈阔肌、下頜下腺中，沿胸锁乳突肌前缘，经茎突舌骨肌、二腹肌，到达舌骨舌肌。浅层有面动、静脉；布有面神经下頜支、颈支、颈前皮神经。深层有舌动脉；布有舌下神经。"
